Idx,Parent Name,Node Name
0,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_11
1,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_5
2,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_6
3,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_6
4,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_6
5,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_6
6,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_6
7,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_6
8,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_6
9,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_4
10,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_17
11,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_8
12,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_13
13,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_13
14,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_12
15,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_12
16,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_12
17,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_12
18,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_1
19,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_1
20,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_1
21,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_1
22,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_1
23,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_3
24,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_3
25,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_3
26,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_3
27,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_16
28,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_14
29,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_14
30,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_14
31,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_14
32,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_14
33,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_14
34,ctx-rh-lateralorbitofrontal,rh.lateralorbitofrontal_14
35,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_3
36,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_3
37,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_10
38,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_10
39,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_10
40,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_10
41,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_10
42,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_8
43,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_8
44,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_4
45,ctx-rh-medialorbitofrontal,rh.medialorbitofrontal_6
46,ctx-rh-parstriangularis,rh.parstriangularis_8
47,ctx-rh-parstriangularis,rh.parstriangularis_8
48,ctx-rh-parstriangularis,rh.parstriangularis_8
49,ctx-rh-parstriangularis,rh.parstriangularis_8
50,ctx-rh-parstriangularis,rh.parstriangularis_8
51,ctx-rh-parstriangularis,rh.parstriangularis_5
52,ctx-rh-parstriangularis,rh.parstriangularis_3
53,ctx-rh-parstriangularis,rh.parstriangularis_7
54,ctx-rh-parstriangularis,rh.parstriangularis_7
55,ctx-rh-parsopercularis,rh.parsopercularis_4
56,ctx-rh-parsopercularis,rh.parsopercularis_9
57,ctx-rh-parsopercularis,rh.parsopercularis_9
58,ctx-rh-parsopercularis,rh.parsopercularis_9
59,ctx-rh-parsopercularis,rh.parsopercularis_7
60,ctx-rh-parsopercularis,rh.parsopercularis_6
61,ctx-rh-parsopercularis,rh.parsopercularis_6
62,ctx-rh-parsopercularis,rh.parsopercularis_6
63,ctx-rh-parsopercularis,rh.parsopercularis_2
64,ctx-rh-parsopercularis,rh.parsopercularis_2
65,ctx-rh-parsopercularis,rh.parsopercularis_2
66,ctx-rh-parsopercularis,rh.parsopercularis_2
67,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_19
68,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_19
69,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_21
70,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_21
71,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_21
72,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_21
73,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_21
74,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_21
75,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_21
76,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_10
77,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_10
78,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_10
79,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_20
80,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_20
81,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_18
82,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_18
83,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_18
84,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_18
85,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_18
86,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_7
87,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_23
88,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_23
89,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_23
90,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_23
91,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_27
92,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_14
93,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_14
94,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_14
95,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_9
96,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_9
97,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_2
98,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_2
99,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_13
100,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_11
101,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_3
102,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_3
103,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_3
104,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_26
105,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_1
106,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_6
107,ctx-rh-rostralmiddlefrontal,rh.rostralmiddlefrontal_6
108,ctx-rh-superiorfrontal,rh.superiorfrontal_40
109,ctx-rh-superiorfrontal,rh.superiorfrontal_3
110,ctx-rh-superiorfrontal,rh.superiorfrontal_3
111,ctx-rh-superiorfrontal,rh.superiorfrontal_3
112,ctx-rh-superiorfrontal,rh.superiorfrontal_14
113,ctx-rh-superiorfrontal,rh.superiorfrontal_14
114,ctx-rh-superiorfrontal,rh.superiorfrontal_14
115,ctx-rh-superiorfrontal,rh.superiorfrontal_14
116,ctx-rh-superiorfrontal,rh.superiorfrontal_14
117,ctx-rh-superiorfrontal,rh.superiorfrontal_7
118,ctx-rh-superiorfrontal,rh.superiorfrontal_7
119,ctx-rh-superiorfrontal,rh.superiorfrontal_19
120,ctx-rh-superiorfrontal,rh.superiorfrontal_19
121,ctx-rh-superiorfrontal,rh.superiorfrontal_1
122,ctx-rh-superiorfrontal,rh.superiorfrontal_1
123,ctx-rh-superiorfrontal,rh.superiorfrontal_27
124,ctx-rh-superiorfrontal,rh.superiorfrontal_27
125,ctx-rh-superiorfrontal,rh.superiorfrontal_27
126,ctx-rh-superiorfrontal,rh.superiorfrontal_27
127,ctx-rh-superiorfrontal,rh.superiorfrontal_27
128,ctx-rh-superiorfrontal,rh.superiorfrontal_27
129,ctx-rh-superiorfrontal,rh.superiorfrontal_27
130,ctx-rh-superiorfrontal,rh.superiorfrontal_30
131,ctx-rh-superiorfrontal,rh.superiorfrontal_30
132,ctx-rh-superiorfrontal,rh.superiorfrontal_11
133,ctx-rh-superiorfrontal,rh.superiorfrontal_11
134,ctx-rh-superiorfrontal,rh.superiorfrontal_11
135,ctx-rh-superiorfrontal,rh.superiorfrontal_11
136,ctx-rh-superiorfrontal,rh.superiorfrontal_11
137,ctx-rh-superiorfrontal,rh.superiorfrontal_37
138,ctx-rh-superiorfrontal,rh.superiorfrontal_25
139,ctx-rh-superiorfrontal,rh.superiorfrontal_25
140,ctx-rh-superiorfrontal,rh.superiorfrontal_24
141,ctx-rh-superiorfrontal,rh.superiorfrontal_24
142,ctx-rh-superiorfrontal,rh.superiorfrontal_24
143,ctx-rh-superiorfrontal,rh.superiorfrontal_24
144,ctx-rh-superiorfrontal,rh.superiorfrontal_24
145,ctx-rh-superiorfrontal,rh.superiorfrontal_38
146,ctx-rh-superiorfrontal,rh.superiorfrontal_22
147,ctx-rh-superiorfrontal,rh.superiorfrontal_22
148,ctx-rh-superiorfrontal,rh.superiorfrontal_18
149,ctx-rh-superiorfrontal,rh.superiorfrontal_42
150,ctx-rh-superiorfrontal,rh.superiorfrontal_42
151,ctx-rh-superiorfrontal,rh.superiorfrontal_42
152,ctx-rh-superiorfrontal,rh.superiorfrontal_42
153,ctx-rh-superiorfrontal,rh.superiorfrontal_13
154,ctx-rh-superiorfrontal,rh.superiorfrontal_13
155,ctx-rh-superiorfrontal,rh.superiorfrontal_13
156,ctx-rh-superiorfrontal,rh.superiorfrontal_28
157,ctx-rh-superiorfrontal,rh.superiorfrontal_28
158,ctx-rh-superiorfrontal,rh.superiorfrontal_28
159,ctx-rh-superiorfrontal,rh.superiorfrontal_28
160,ctx-rh-superiorfrontal,rh.superiorfrontal_28
161,ctx-rh-superiorfrontal,rh.superiorfrontal_41
162,ctx-rh-superiorfrontal,rh.superiorfrontal_41
163,ctx-rh-superiorfrontal,rh.superiorfrontal_16
164,ctx-rh-superiorfrontal,rh.superiorfrontal_17
165,ctx-rh-superiorfrontal,rh.superiorfrontal_31
166,ctx-rh-superiorfrontal,rh.superiorfrontal_31
167,ctx-rh-superiorfrontal,rh.superiorfrontal_26
168,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_8
169,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_8
170,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_8
171,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_8
172,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_3
173,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_3
174,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_3
175,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_3
176,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_3
177,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_5
178,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_11
179,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_11
180,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_11
181,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_11
182,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_11
183,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_11
184,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_11
185,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_11
186,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_11
187,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_10
188,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_10
189,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_10
190,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_10
191,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_1
192,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_1
193,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_1
194,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_6
195,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_6
196,ctx-rh-caudalmiddlefrontal,rh.caudalmiddlefrontal_6
197,ctx-rh-precentral,rh.precentral_12
198,ctx-rh-precentral,rh.precentral_12
199,ctx-rh-precentral,rh.precentral_12
200,ctx-rh-precentral,rh.precentral_20
201,ctx-rh-precentral,rh.precentral_20
202,ctx-rh-precentral,rh.precentral_20
203,ctx-rh-precentral,rh.precentral_20
204,ctx-rh-precentral,rh.precentral_20
205,ctx-rh-precentral,rh.precentral_20
206,ctx-rh-precentral,rh.precentral_23
207,ctx-rh-precentral,rh.precentral_23
208,ctx-rh-precentral,rh.precentral_23
209,ctx-rh-precentral,rh.precentral_23
210,ctx-rh-precentral,rh.precentral_23
211,ctx-rh-precentral,rh.precentral_23
212,ctx-rh-precentral,rh.precentral_19
213,ctx-rh-precentral,rh.precentral_19
214,ctx-rh-precentral,rh.precentral_19
215,ctx-rh-precentral,rh.precentral_19
216,ctx-rh-precentral,rh.precentral_19
217,ctx-rh-precentral,rh.precentral_22
218,ctx-rh-precentral,rh.precentral_22
219,ctx-rh-precentral,rh.precentral_22
220,ctx-rh-precentral,rh.precentral_26
221,ctx-rh-precentral,rh.precentral_26
222,ctx-rh-precentral,rh.precentral_26
223,ctx-rh-precentral,rh.precentral_26
224,ctx-rh-precentral,rh.precentral_9
225,ctx-rh-precentral,rh.precentral_9
226,ctx-rh-precentral,rh.precentral_32
227,ctx-rh-precentral,rh.precentral_16
228,ctx-rh-precentral,rh.precentral_16
229,ctx-rh-precentral,rh.precentral_15
230,ctx-rh-precentral,rh.precentral_15
231,ctx-rh-precentral,rh.precentral_15
232,ctx-rh-precentral,rh.precentral_15
233,ctx-rh-precentral,rh.precentral_15
234,ctx-rh-precentral,rh.precentral_15
235,ctx-rh-precentral,rh.precentral_27
236,ctx-rh-precentral,rh.precentral_7
237,ctx-rh-precentral,rh.precentral_7
238,ctx-rh-precentral,rh.precentral_7
239,ctx-rh-precentral,rh.precentral_7
240,ctx-rh-precentral,rh.precentral_7
241,ctx-rh-precentral,rh.precentral_7
242,ctx-rh-precentral,rh.precentral_7
243,ctx-rh-precentral,rh.precentral_7
244,ctx-rh-precentral,rh.precentral_7
245,ctx-rh-precentral,rh.precentral_7
246,ctx-rh-precentral,rh.precentral_7
247,ctx-rh-precentral,rh.precentral_33
248,ctx-rh-precentral,rh.precentral_33
249,ctx-rh-precentral,rh.precentral_33
250,ctx-rh-precentral,rh.precentral_33
251,ctx-rh-precentral,rh.precentral_24
252,ctx-rh-precentral,rh.precentral_24
253,ctx-rh-precentral,rh.precentral_24
254,ctx-rh-precentral,rh.precentral_13
255,ctx-rh-precentral,rh.precentral_29
256,ctx-rh-precentral,rh.precentral_29
257,ctx-rh-precentral,rh.precentral_25
258,ctx-rh-paracentral,rh.paracentral_10
259,ctx-rh-paracentral,rh.paracentral_8
260,ctx-rh-paracentral,rh.paracentral_8
261,ctx-rh-paracentral,rh.paracentral_8
262,ctx-rh-paracentral,rh.paracentral_8
263,ctx-rh-rostralanteriorcingulate,rh.rostralanteriorcingulate_2
264,ctx-rh-rostralanteriorcingulate,rh.rostralanteriorcingulate_2
265,ctx-rh-rostralanteriorcingulate,rh.rostralanteriorcingulate_2
266,ctx-rh-rostralanteriorcingulate,rh.rostralanteriorcingulate_1
267,ctx-rh-rostralanteriorcingulate,rh.rostralanteriorcingulate_1
268,ctx-rh-rostralanteriorcingulate,rh.rostralanteriorcingulate_4
269,ctx-rh-rostralanteriorcingulate,rh.rostralanteriorcingulate_4
270,ctx-rh-rostralanteriorcingulate,rh.rostralanteriorcingulate_4
271,ctx-rh-rostralanteriorcingulate,rh.rostralanteriorcingulate_3
272,ctx-rh-rostralanteriorcingulate,rh.rostralanteriorcingulate_3
273,ctx-rh-caudalanteriorcingulate,rh.caudalanteriorcingulate_1
274,ctx-rh-caudalanteriorcingulate,rh.caudalanteriorcingulate_1
275,ctx-rh-caudalanteriorcingulate,rh.caudalanteriorcingulate_6
276,ctx-rh-caudalanteriorcingulate,rh.caudalanteriorcingulate_4
277,ctx-rh-caudalanteriorcingulate,rh.caudalanteriorcingulate_2
278,ctx-rh-caudalanteriorcingulate,rh.caudalanteriorcingulate_3
279,ctx-rh-caudalanteriorcingulate,rh.caudalanteriorcingulate_5
280,ctx-rh-posteriorcingulate,rh.posteriorcingulate_8
281,ctx-rh-posteriorcingulate,rh.posteriorcingulate_8
282,ctx-rh-posteriorcingulate,rh.posteriorcingulate_1
283,ctx-rh-posteriorcingulate,rh.posteriorcingulate_7
284,ctx-rh-posteriorcingulate,rh.posteriorcingulate_7
285,ctx-rh-posteriorcingulate,rh.posteriorcingulate_7
286,ctx-rh-posteriorcingulate,rh.posteriorcingulate_2
287,ctx-rh-posteriorcingulate,rh.posteriorcingulate_2
288,ctx-rh-posteriorcingulate,rh.posteriorcingulate_5
289,ctx-rh-posteriorcingulate,rh.posteriorcingulate_3
290,ctx-rh-posteriorcingulate,rh.posteriorcingulate_9
291,ctx-rh-posteriorcingulate,rh.posteriorcingulate_6
292,ctx-rh-posteriorcingulate,rh.posteriorcingulate_6
293,ctx-rh-posteriorcingulate,rh.posteriorcingulate_6
294,ctx-rh-posteriorcingulate,rh.posteriorcingulate_6
295,ctx-rh-isthmuscingulate,rh.isthmuscingulate_3
296,ctx-rh-isthmuscingulate,rh.isthmuscingulate_4
297,ctx-rh-isthmuscingulate,rh.isthmuscingulate_5
298,ctx-rh-isthmuscingulate,rh.isthmuscingulate_6
299,ctx-rh-isthmuscingulate,rh.isthmuscingulate_6
300,ctx-rh-postcentral,rh.postcentral_24
301,ctx-rh-postcentral,rh.postcentral_27
302,ctx-rh-postcentral,rh.postcentral_30
303,ctx-rh-postcentral,rh.postcentral_29
304,ctx-rh-postcentral,rh.postcentral_14
305,ctx-rh-postcentral,rh.postcentral_21
306,ctx-rh-supramarginal,rh.supramarginal_19
307,ctx-rh-supramarginal,rh.supramarginal_19
308,ctx-rh-supramarginal,rh.supramarginal_19
309,ctx-rh-supramarginal,rh.supramarginal_11
310,ctx-rh-supramarginal,rh.supramarginal_6
311,ctx-rh-supramarginal,rh.supramarginal_12
312,ctx-rh-supramarginal,rh.supramarginal_12
313,ctx-rh-supramarginal,rh.supramarginal_12
314,ctx-rh-supramarginal,rh.supramarginal_5
315,ctx-rh-supramarginal,rh.supramarginal_17
316,ctx-rh-supramarginal,rh.supramarginal_17
317,ctx-rh-supramarginal,rh.supramarginal_17
318,ctx-rh-supramarginal,rh.supramarginal_17
319,ctx-rh-supramarginal,rh.supramarginal_17
320,ctx-rh-supramarginal,rh.supramarginal_17
321,ctx-rh-supramarginal,rh.supramarginal_17
322,ctx-rh-superiorparietal,rh.superiorparietal_13
323,ctx-rh-superiorparietal,rh.superiorparietal_13
324,ctx-rh-superiorparietal,rh.superiorparietal_13
325,ctx-rh-superiorparietal,rh.superiorparietal_24
326,ctx-rh-superiorparietal,rh.superiorparietal_24
327,ctx-rh-superiorparietal,rh.superiorparietal_24
328,ctx-rh-superiorparietal,rh.superiorparietal_24
329,ctx-rh-superiorparietal,rh.superiorparietal_24
330,ctx-rh-superiorparietal,rh.superiorparietal_25
331,ctx-rh-superiorparietal,rh.superiorparietal_25
332,ctx-rh-superiorparietal,rh.superiorparietal_25
333,ctx-rh-superiorparietal,rh.superiorparietal_22
334,ctx-rh-superiorparietal,rh.superiorparietal_22
335,ctx-rh-superiorparietal,rh.superiorparietal_9
336,ctx-rh-superiorparietal,rh.superiorparietal_9
337,ctx-rh-superiorparietal,rh.superiorparietal_5
338,ctx-rh-superiorparietal,rh.superiorparietal_2
339,ctx-rh-superiorparietal,rh.superiorparietal_14
340,ctx-rh-superiorparietal,rh.superiorparietal_14
341,ctx-rh-superiorparietal,rh.superiorparietal_14
342,ctx-rh-superiorparietal,rh.superiorparietal_11
343,ctx-rh-superiorparietal,rh.superiorparietal_11
344,ctx-rh-superiorparietal,rh.superiorparietal_11
345,ctx-rh-superiorparietal,rh.superiorparietal_3
346,ctx-rh-superiorparietal,rh.superiorparietal_3
347,ctx-rh-superiorparietal,rh.superiorparietal_8
348,ctx-rh-inferiorparietal,rh.inferiorparietal_13
349,ctx-rh-inferiorparietal,rh.inferiorparietal_14
350,ctx-rh-inferiorparietal,rh.inferiorparietal_18
351,ctx-rh-inferiorparietal,rh.inferiorparietal_18
352,ctx-rh-inferiorparietal,rh.inferiorparietal_18
353,ctx-rh-inferiorparietal,rh.inferiorparietal_10
354,ctx-rh-inferiorparietal,rh.inferiorparietal_20
355,ctx-rh-inferiorparietal,rh.inferiorparietal_20
356,ctx-rh-inferiorparietal,rh.inferiorparietal_20
357,ctx-rh-inferiorparietal,rh.inferiorparietal_22
358,ctx-rh-inferiorparietal,rh.inferiorparietal_22
359,ctx-rh-inferiorparietal,rh.inferiorparietal_22
360,ctx-rh-inferiorparietal,rh.inferiorparietal_22
361,ctx-rh-inferiorparietal,rh.inferiorparietal_23
362,ctx-rh-precuneus,rh.precuneus_3
363,ctx-rh-precuneus,rh.precuneus_6
364,ctx-rh-precuneus,rh.precuneus_19
365,ctx-rh-precuneus,rh.precuneus_10
366,ctx-rh-precuneus,rh.precuneus_16
367,ctx-rh-pericalcarine,rh.pericalcarine_1
368,ctx-rh-pericalcarine,rh.pericalcarine_1
369,ctx-rh-pericalcarine,rh.pericalcarine_7
370,ctx-rh-pericalcarine,rh.pericalcarine_7
371,ctx-rh-pericalcarine,rh.pericalcarine_2
372,ctx-rh-pericalcarine,rh.pericalcarine_2
373,ctx-rh-lateraloccipital,rh.lateraloccipital_15
374,ctx-rh-lateraloccipital,rh.lateraloccipital_15
375,ctx-rh-lateraloccipital,rh.lateraloccipital_15
376,ctx-rh-lateraloccipital,rh.lateraloccipital_16
377,ctx-rh-lateraloccipital,rh.lateraloccipital_7
378,ctx-rh-lateraloccipital,rh.lateraloccipital_3
379,ctx-rh-lateraloccipital,rh.lateraloccipital_3
380,ctx-rh-lateraloccipital,rh.lateraloccipital_3
381,ctx-rh-lateraloccipital,rh.lateraloccipital_3
382,ctx-rh-lateraloccipital,rh.lateraloccipital_17
383,ctx-rh-lateraloccipital,rh.lateraloccipital_6
384,ctx-rh-lateraloccipital,rh.lateraloccipital_5
385,ctx-rh-lateraloccipital,rh.lateraloccipital_5
386,ctx-rh-lateraloccipital,rh.lateraloccipital_5
387,ctx-rh-lateraloccipital,rh.lateraloccipital_22
388,ctx-rh-lateraloccipital,rh.lateraloccipital_22
389,ctx-rh-fusiform,rh.fusiform_1
390,ctx-rh-fusiform,rh.fusiform_10
391,ctx-rh-parahippocampal,rh.parahippocampal_5
392,ctx-rh-parahippocampal,rh.parahippocampal_4
393,ctx-rh-entorhinal,rh.entorhinal_2
394,ctx-rh-inferiortemporal,rh.inferiortemporal_16
395,ctx-rh-inferiortemporal,rh.inferiortemporal_16
396,ctx-rh-inferiortemporal,rh.inferiortemporal_11
397,ctx-rh-inferiortemporal,rh.inferiortemporal_1
